"filename", "language", "JSON with Comments", "JavaScript", "Batch", "Markdown", "JSON", "HTML", "CSS", "Database", "XML", "CSV", "comment", "blank", "total"
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\economy\steal.js", "JavaScript", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 34
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\economy\vault.js", "JavaScript", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 26
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\economy\vupgrade.js", "JavaScript", 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 72
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\economy\withdraw.js", "JavaScript", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 39
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\fun\8ball.js", "JavaScript", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 43
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\fun\addquote.js", "JavaScript", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 32
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\fun\avatar.js", "JavaScript", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\fun\bio.js", "JavaScript", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 38
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\fun\cat.js", "JavaScript", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\fun\covid.js", "JavaScript", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 49
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\fun\hug.js", "JavaScript", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 32
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\fun\hyphen.js", "JavaScript", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 26
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\fun\profile.js", "JavaScript", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 41
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\fun\quote.js", "JavaScript", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 41
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\fun\quotes.js", "JavaScript", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\fun\removequote.js", "JavaScript", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 35
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\fun\roast.js", "JavaScript", 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 45
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\utilities\addemoji.js", "JavaScript", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\utilities\addreplacer.js", "JavaScript", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 16, 1, 23
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\utilities\assign.js", "JavaScript", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 49
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\utilities\banlist.js", "JavaScript", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 40
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\utilities\bug.js", "JavaScript", 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 50
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\utilities\calculate.js", "JavaScript", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\utilities\clrs.js", "JavaScript", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 26
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\utilities\color.js", "JavaScript", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 52
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\utilities\cooldowns.js", "JavaScript", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 28
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\utilities\decode.js", "JavaScript", 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 36
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\utilities\deleterole.js", "JavaScript", 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 33
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\utilities\disable.js", "JavaScript", 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 45
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\utilities\ditems.js", "JavaScript", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 31
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\utilities\editreplacer.js", "JavaScript", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 27
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\utilities\encode.js", "JavaScript", 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 51
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\utilities\github.js", "JavaScript", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 42
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\utilities\help.js", "JavaScript", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 51
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\utilities\info.js", "JavaScript", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 36
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\utilities\invite.js", "JavaScript", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 30
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\utilities\keywords.js", "JavaScript", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 26
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\utilities\level.js", "JavaScript", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 31
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\utilities\membercount.js", "JavaScript", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 22
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\utilities\npm.js", "JavaScript", 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 59
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\utilities\pbuy.js", "JavaScript", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 43
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\utilities\perks.js", "JavaScript", 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 78
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\utilities\perms.js", "JavaScript", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\utilities\ping.js", "JavaScript", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 27
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\utilities\prefix.js", "JavaScript", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\utilities\pshop.js", "JavaScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 21
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\utilities\ptransfer.js", "JavaScript", 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 54
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\utilities\reject.js", "JavaScript", 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 41
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\utilities\removereplacer.js", "JavaScript", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 27
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\utilities\replacers.js", "JavaScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\utilities\roleinfo.js", "JavaScript", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 32
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\utilities\rolemembers.js", "JavaScript", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 31
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\utilities\slowmode.js", "JavaScript", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 31
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\utilities\suggest.js", "JavaScript", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 39
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\utilities\unban.js", "JavaScript", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 35
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\utilities\updates.js", "JavaScript", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 43
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\utilities\upgrs.js", "JavaScript", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\utilities\urban.js", "JavaScript", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 33
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\utilities\userinfo.js", "JavaScript", 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 75
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\cmds\utilities\viewreplacer.js", "JavaScript", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 28
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\events\EventHandler.js", "JavaScript", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 21, 1, 52
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\events\channelCreate.js", "JavaScript", 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 34
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\events\channelUpdate.js", "JavaScript", 0, 103, 0, 0, 0, 0, 0, 0, 0, 0, 9, 3, 115
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\events\debug.js", "JavaScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 23
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\events\error.js", "JavaScript", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\events\guildCreate.js", "JavaScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\events\guildDelete.js", "JavaScript", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\events\guildMemberAdd.js", "JavaScript", 0, 139, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 143
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\events\guildMemberRemove.js", "JavaScript", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\events\guildMemberUpdate.js", "JavaScript", 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 65
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\events\messageCreate.js", "JavaScript", 0, 290, 0, 0, 0, 0, 0, 0, 0, 0, 25, 19, 334
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\events\messageDelete.js", "JavaScript", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 33
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\events\messageUpdate.js", "JavaScript", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\events\ready.js", "JavaScript", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 19
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\events\warn.js", "JavaScript", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\index.js", "JavaScript", 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 20, 23, 115
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\models\Bug.js", "JavaScript", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\models\Channel.js", "JavaScript", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 29
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\models\Guild.js", "JavaScript", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\models\User.js", "JavaScript", 0, 290, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 293
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\models\_customValidators.js", "JavaScript", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"c:\Users\Ethan\OneDrive - St John Payne Catholic School\Documents\GitHub\economist-rewrite\src\start.bat", "Batch", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"Total", "-", 56, 7700, 3, 1184, 48, 2763, 456, 46, 10987, 1039, 872, 4459, 29613
